3 2 3 2    0.2349964007
3 2 4 6    0.3035370176
3 2 5 1    -0.07833213358
3 2 5 5    0.1370812338
3 2 6 4    0.1468727505
3 3 1 6    0.2769459142
3 3 3 3    0.8616534694
3 3 5 6    -0.1523202528
3 3 6 1    0.2769459142
3 3 6 5    -0.1523202528
3 4 1 2    0.1661675485
3 4 2 1    0.2769459142
3 4 2 5    -0.1523202528
3 4 3 4    0.1468727505
3 4 4 3    0.7539467857
3 4 5 2    -0.1246256614
3 5 1 3    0.07833213358
3 5 2 6    -0.1523202528
3 5 3 1    -0.07833213358
3 5 3 5    0.1370812338
3 5 5 3    0.7245722356
3 5 6 2    -0.1246256614
3 6 3 6    0.3035370176
3 6 6 3    0.7539467857
4 1 1 4    0.744155269
4 1 2 2    0.2769459142
4 1 4 1    0.1174982004
4 1 4 5    -0.08812365028
4 1 5 4    -0.009791516698
4 2 2 4    0.7539467857
4 2 4 2    0.3035370176
4 3 1 2    0.2769459142
4 3 2 1    0.1661675485
4 3 2 5    -0.1246256614
4 3 3 4    0.7539467857
4 3 4 3    0.1468727505
4 3 5 2    -0.1523202528
4 4 4 4    0.7160046585
4 5 1 4    -0.009791516698
4 5 2 2    -0.1523202528
4 5 4 1    -0.08812365028
4 5 4 5    0.1395291129
4 5 5 4    0.6682710146
4 6 1 1    0.1174982004
4 6 1 5    -0.08812365028
4 6 2 3    0.1468727505
4 6 3 2    0.3035370176
4 6 4 6    0.1285136567
4 6 5 1    -0.08812365028
4 6 5 5    0.1395291129
4 6 6 4    0.7160046585
5 1 1 1    0.3133285343
5 1 1 5    0.8616534694
5 1 2 3    -0.07833213358
5 1 3 2    -0.07833213358
5 1 4 6    -0.08812365028
5 1 5 1    0.2349964007
5 1 5 5    0.1370812338
5 1 6 4    -0.08812365028
5 2 1 2    -0.07833213358
5 2 2 1    0.07833213358
5 2 2 5    0.7245722356
5 2 3 4    -0.1246256614
5 2 4 3    -0.1523202528
5 2 5 2    0.1370812338
5 3 1 3    -0.07833213358
5 3 2 6    -0.1246256614
5 3 3 1    0.07833213358
5 3 3 5    0.7245722356
5 3 5 3    0.1370812338
5 3 6 2    -0.1523202528
5 4 1 4    -0.08812365028
5 4 2 2    -0.1523202528
5 4 4 1    -0.009791516698
5 4 4 5    0.6682710146
5 4 5 4    0.1395291129
5 5 1 1    0.2349964007
5 5 1 5    0.1370812338
5 5 2 3    0.1370812338
5 5 3 2    0.1370812338
5 5 4 6    0.1395291129
5 5 5 1    0.1370812338
5 5 5 5    0.7490510274
5 5 6 4    0.1395291129
5 6 1 6    -0.08812365028
5 6 3 3    -0.1523202528
5 6 5 6    0.1395291129
5 6 6 1    -0.009791516698
5 6 6 5    0.6682710146
6 1 1 6    0.744155269
6 1 3 3    0.2769459142
6 1 5 6    -0.009791516698
6 1 6 1    0.1174982004
6 1 6 5    -0.08812365028
6 2 1 3    0.2769459142
6 2 2 6    0.7539467857
6 2 3 1    0.1661675485
6 2 3 5    -0.1246256614
6 2 5 3    -0.1523202528
6 2 6 2    0.1468727505
6 3 3 6    0.7539467857
6 3 6 3    0.3035370176
6 4 1 1    0.1174982004
6 4 1 5    -0.08812365028
6 4 2 3    0.3035370176
6 4 3 2    0.1468727505
6 4 4 6    0.7160046585
6 4 5 1    -0.08812365028
6 4 5 5    0.1395291129
6 4 6 4    0.1285136567
6 5 1 6    -0.009791516698
6 5 3 3    -0.1523202528
6 5 5 6    0.6682710146
6 5 6 1    -0.08812365028
6 5 6 5    0.1395291129
6 6 6 6    0.7160046585
